URL,Product_id,BrandName,Category,Individual_category,category_by_Gender,Description,Occasions,DiscountPrice (in Rs),OriginalPrice (in Rs),DiscountOffer,SizeOption,Ratings,Reviews,Color
https://www.myntra.com/sarees/gosriki/gosriki-lime-green--red-jute-silk-printed-saree/12853632/buy,12853632,GoSriKi,Indian Wear,sarees,Women,gosriki lime green  red jute silk printed saree,"Wedding, Festival, Party, Formal Event",938,3129.0,70% OFF,Onesize,4.0,25,green
https://www.myntra.com/sarees/satrani/satrani-red--white-poly-chiffon-polka-dot-printed-saree/11562144/buy,11562144,Satrani,Indian Wear,sarees,Women,satrani red  white poly chiffon polka dot printed saree,"Wedding, Cocktail Party, Festive Occasion, Formal Dinner",751,3132.0,76% OFF,Onesize,3.8,25,red
https://www.myntra.com/sarees/sangria/sangria-blue--pink-tie-and-dye-pure-linen-saree/14664314/buy,14664314,Sangria,Indian Wear,sarees,Women,sangria blue  pink tie and dye pure linen saree,"Wedding, Cocktail Party, Festive Occasion, Formal Dinner",1631,3199.0,49% OFF,Onesize,4.1,25,blue
https://www.myntra.com/sarees/sangria/sangria-orange--black-tie-and-dye-zari-pure-linen-saree/14713942/buy,14713942,Sangria,Indian Wear,sarees,Women,sangria orange  black tie and dye zari pure linen saree,"Wedding, Festival, Formal Party, Cultural Event",1631,3199.0,49% OFF,Onesize,4.1,25,orange
https://www.myntra.com/kurta-sets/anouk/anouk-women-rust-brown--golden-ethnic-motifs-kurta-with-trousers--with-dupatta/16707382/buy,16707382,Anouk,Indian Wear,kurta-sets,Women,anouk women rust brown  golden ethnic motifs kurta with trousers  with dupatta,"Wedding, Festive, Traditional, Formal Event",1484,3299.0,55% OFF,"XS, S, M, L, XL, XXL",4.0,25,brown
https://www.myntra.com/kurta-sets/imara/imara-women-pink--grey-printed-kurta-with-trousers--dupatta/8626891/buy,8626891,IMARA,Indian Wear,kurta-sets,Women,imara women pink  grey printed kurta with trousers  dupatta,"Wedding, Festival, Party, Formal Event",1649,3299.0,50% OFF,"S, M, L, XL, XXL",4.0,25,pink
https://www.myntra.com/kurta-sets/rustorange/rustorange-women-maroon-solid-straight-kurta-with-cigarette-trousers--dupatta/14323476/buy,14323476,Rustorange,Indian Wear,kurta-sets,Women,rustorange women maroon solid straight kurta with cigarette trousers  dupatta,"Wedding, Festive, Formal Dinner, Engagement",1979,3299.0,40% OFF,"XS, S, M, L, XL, XXL",4.5,25,maroon
https://www.myntra.com/saree-blouse/salwar-studio/salwar-studio-women-yellow-woven-design-silk-blend-padded-saree-blouse/12798410/buy,12798410,SALWAR STUDIO,Indian Wear,saree-blouse,Women,salwar studio women yellow woven design silk blend padded saree blouse,"Wedding, Festive, Party, Formal Event",1476,3355.0,56% OFF,"S, M, L, XL",4.2,25,yellow
https://www.myntra.com/sarees/inddus/inddus-olive-brown-sequinned-saree/14171782/buy,14171782,Inddus,Indian Wear,sarees,Women,inddus olive brown sequinned saree,"Wedding, Cocktail Party, Formal Dinner, Festive Occasion",1699,3399.0,50% OFF,Onesize,4.8,25,olive
https://www.myntra.com/palazzos/tag-7/tag-7-women-pack-of-3-solid-flared-palazzos/11791292/buy,11791292,TAG 7,Indian Wear,palazzos,Women,tag 7 women pack of 3 solid flared palazzos,"Wedding, Party, Formal Dinner, Cocktail Party",1155,3399.0,66% OFF,"28, 30, 32, 34, 36, 38",4.0,25,unknown
https://www.myntra.com/dresses/miss-chase/miss-chase-mustard-yellow--gold-toned-embellished-georgette-fit--flare-dress/15617438/buy,15617438,Miss Chase,Indian Wear,dresses,Women,miss chase mustard yellow  gold toned embellished georgette fit  flare dress,"Wedding, Cocktail party, Formal dinner, Prom",1398,3495.0,60% OFF,"XS, S, M, L, XL",4.6,25,yellow
https://www.myntra.com/co-ords/mabish-by-sonal-jain/mabish-by-sonal-jain-women-blue--golden-printed-top-with-palazzos/11335832/buy,11335832,MABISH by Sonal Jain,Indian Wear,co-ords,Women,mabish by sonal jain women blue  golden printed top with palazzos,"Wedding, Cocktail Party, Festive Gathering, Formal Dinner",1574,3498.0,55% OFF,"S, M, L, XL, XXL",3.3,25,blue
https://www.myntra.com/dresses/sangria/sangria-women-tranquil-teal-ethnic-motifs-tiered-dress/14989636/buy,14989636,Sangria,Indian Wear,dresses,Women,sangria women tranquil teal ethnic motifs tiered dress,"Wedding, Cocktail Party, Summer BBQ, Beach Vacation",1224,3499.0,65% OFF,"XS, S, M, L, XL, XXL",4.2,25,teal
https://www.myntra.com/kurta-sets/indo-era/indo-era-pretty-pink-printed-kurta-set/13897586/buy,13897586,Indo Era,Indian Wear,kurta-sets,Women,indo era pretty pink printed kurta set,"Wedding, Festive, Party, Formal Dinner",2484,3499.0,29% OFF,"XS, S, M, L, XL, XXL",4.2,25,pink
https://www.myntra.com/sarees/sangria/sangria-black--white-organza-saree-with-embroidered-border/14708912/buy,14708912,Sangria,Indian Wear,sarees,Women,sangria black  white organza saree with embroidered border,"Wedding, Cocktail Party, Formal Dinner, Red Carpet Event",1871,3599.0,48% OFF,Onesize,4.1,25,black
https://www.myntra.com/dresses/juniper/juniper-women-pink-embellished-ethnic-maxi-dress-with-matching-mask/13434632/buy,13434632,Juniper,Indian Wear,dresses,Women,juniper women pink embellished ethnic maxi dress with matching mask,"Wedding, Cocktail Party, Formal Dinner, Gala Event",1439,3599.0,60% OFF,"XS, S, M, L, XL, XXL",4.1,25,pink
https://www.myntra.com/sarees/shavya/shavya-women-mauve-embroidered-supernet-saree-with-sequined-detail/13730642/buy,13730642,SHAVYA,Indian Wear,sarees,Women,shavya women mauve embroidered supernet saree with sequined detail,"Wedding, Engagement, Festive Celebrations, Formal Parties",1367,3599.0,62% OFF,Onesize,4.6,25,unknown
https://www.myntra.com/saree-blouse/salwar-studio/salwar-studio-women-green--red-printed-padded-readymade-saree-blouse/13405982/buy,13405982,SALWAR STUDIO,Indian Wear,saree-blouse,Women,salwar studio women green  red printed padded readymade saree blouse,"Wedding, Festival, Party, Formal Event",1462,3655.0,60% OFF,"XXS, XS, S, M, L, XL",4.2,25,green
https://www.myntra.com/kurta-sets/sangria/sangria-women-blue-ethnic-motifs-embroidered-thread-work-pure-cotton-kurta-with-palazzos/13249530/buy,13249530,Sangria,Indian Wear,kurta-sets,Women,sangria women blue ethnic motifs embroidered thread work pure cotton kurta with palazzos,"Wedding, Festive, Party, Formal Dinner",1294,3699.0,65% OFF,"XS, S, M, L, XL, XXL",4.0,25,blue
https://www.myntra.com/sarees/anouk/anouk-green--golden-checked-embroidered-organza-saree/14277268/buy,14277268,Anouk,Indian Wear,sarees,Women,anouk green  golden checked embroidered organza saree,"Wedding, Reception, Festive Celebrations, Formal Parties",1329,3799.0,65% OFF,Onesize,4.3,25,green
https://www.myntra.com/sarees/saree-mall/saree-mall-turquoise-blue-striped-sequinned-satin-leheriya-saree-with-belt/14984814/buy,14984814,Saree mall,Indian Wear,sarees,Women,saree mall turquoise blue striped sequinned satin leheriya saree with belt,"Wedding, Cocktail Party, Formal Dinner, Festive Occasion",1286,3899.0,67% OFF,Onesize,4.2,25,turquoise
https://www.myntra.com/kurta-sets/juniper/juniper-women-black--maroon-yoke-design-kurta-with-palazzos/10614660/buy,10614660,Juniper,Indian Wear,kurta-sets,Women,juniper women black  maroon yoke design kurta with palazzos,"Wedding, Festival, Party, Formal Event",2278,3998.0,43% OFF,"XS, S, M, L, XL, XXL",4.0,25,black
https://www.myntra.com/sarees/tikhi-imli/tikhi-imli-striped-net-saree-with-embellished-border/15039878/buy,15039878,Tikhi Imli,Indian Wear,sarees,Women,tikhi imli striped net saree with embellished border,"Wedding, Cocktail Party, Formal Dinner, Festive Celebration",1999,3998.0,50% OFF,Onesize,4.1,25,unknown
https://www.myntra.com/kurta-sets/indo-era/indo-era-women-brown-yoke-design-regular-kurta-with-palazzos--dupatta/15509208/buy,15509208,Indo Era,Indian Wear,kurta-sets,Women,indo era women brown yoke design regular kurta with palazzos  dupatta,"Wedding, Festive, Formal Dinner, Religious Ceremony",1239,3999.0,69% OFF,"XS, S, M, L, XL, XXL",4.4,25,brown
https://www.myntra.com/kurta-sets/nayo/nayo-women-black-embroidered-straight-kurta-with-palazzo--dupatta/16288794/buy,16288794,Nayo,Indian Wear,kurta-sets,Women,nayo women black embroidered straight kurta with palazzo  dupatta,"Wedding, Festive, Party, Formal Dinner",1599,3999.0,60% OFF,"S, M, L, XL, XXL",4.1,25,black
https://www.myntra.com/kurta-sets/all-about-you/all-about-you-women-maroon-ethnic-motifs-printed-pleated-thread-work-kurta-with-trousers/14381180/buy,14381180,all about you,Indian Wear,kurta-sets,Women,all about you women maroon ethnic motifs printed pleated thread work kurta with trousers,"Wedding, Festive, Traditional, Party",1399,3999.0,65% OFF,"XS, S, M, L, XL, XXL",4.2,25,maroon
https://www.myntra.com/kurta-sets/yuris/yuris-women-yellow-ethnic-motifs-printed-regular-pure-cotton-kurta-with-trousers--with-dupatta/15159620/buy,15159620,Yuris,Indian Wear,kurta-sets,Women,yuris women yellow ethnic motifs printed regular pure cotton kurta with trousers  with dupatta,"Wedding, Festive, Traditional, Cultural Event",1479,3999.0,63% OFF,"XS, S, M, L, XL, XXL, 3XL",4.4,25,yellow
https://www.myntra.com/saree-blouse/salwar-studio/salwar-studio-women-black--gold-toned-embroidered-readymade-saree-blouse/12798322/buy,12798322,SALWAR STUDIO,Indian Wear,saree-blouse,Women,salwar studio women black  gold toned embroidered readymade saree blouse,"Wedding, Cocktail Party, Formal Dinner, Festive Celebration",1799,3999.0,55% OFF,"S, M, L, XL",4.6,25,black
https://www.myntra.com/skirts/w/w-women-maroon--white-printed-gathered-maxi-skirt/6918704/buy,6918704,W,Indian Wear,skirts,Women,w women maroon  white printed gathered maxi skirt,"Wedding, Cocktail party, Formal dinner, Garden party",2399,3999.0,40% OFF,"29, 31, 33, 35",3.9,25,maroon
https://www.myntra.com/sarees/mitera/mitera-white--pink-pure-georgette-kutchi-embroidered-half-and-half-saree/12478308/buy,12478308,Mitera,Indian Wear,sarees,Women,mitera white  pink pure georgette kutchi embroidered half and half saree,"Wedding, Engagement, Festive occasions, Formal events",919,3999.0,77% OFF,Onesize,4.7,25,white
https://www.myntra.com/sarees/ahalyaa/ahalyaa-pink--green-floral-printed-designer-saree/16953914/buy,16953914,Ahalyaa,Indian Wear,sarees,Women,ahalyaa pink  green floral printed designer saree,"Wedding, Engagement, Festive occasions, Formal events",1160,4000.0,71% OFF,Onesize,3.8,25,pink
https://www.myntra.com/sarees/suta/suta-pink-embellished-sequinned-pure-cotton-saree/15243838/buy,15243838,Suta,Indian Wear,sarees,Women,suta pink embellished sequinned pure cotton saree,"Wedding, Reception, Festive Celebrations, Cocktail Party",2600,4000.0,35% OFF,Onesize,4.1,25,pink
https://www.myntra.com/saree-blouse/salwar-studio/salwar-studio-women-silver-coloured-embroidered-padded-saree-blouse/13164002/buy,13164002,SALWAR STUDIO,Indian Wear,saree-blouse,Women,salwar studio women silver coloured embroidered padded saree blouse,"Wedding, Reception, Party, Festive occasions",1786,4155.0,57% OFF,"XXS, XS, S, M, L, XL",4.4,25,silver
https://www.myntra.com/sarees/rajgranth/rajgranth-red--yellow-floral-kutchi-embroidery-pure-georgette-half--half-saree/15032210/buy,15032210,RAJGRANTH,Indian Wear,sarees,Women,rajgranth red  yellow floral kutchi embroidery pure georgette half  half saree,"Wedding, Festive, Party, Formal Event",988,4299.0,77% OFF,Onesize,4.2,25,red
https://www.myntra.com/kurta-sets/sringam/sringam-women-teal-green-ethnic-motifs-embroidered-kurta-with-trousers--with-dupatta/14988442/buy,14988442,Sringam,Indian Wear,kurta-sets,Women,sringam women teal green ethnic motifs embroidered kurta with trousers  with dupatta,"Wedding, Festive, Traditional, Formal",1375,4299.0,68% OFF,"S, M, L, XL, XXL",4.6,25,teal
https://www.myntra.com/kurta-sets/indo-era/indo-era-women-maroon--beige-striped-sequinned-kurta-with-palazzos--dupatta/13515822/buy,13515822,Indo Era,Indian Wear,kurta-sets,Women,indo era women maroon  beige striped sequinned kurta with palazzos  dupatta,"Wedding, Festive, Party, Formal Event",1363,4399.0,69% OFF,"XS, S, M, L, XL, XXL",4.4,25,maroon
https://www.myntra.com/dupatta/dupatta-bazaar/dupatta-bazaar-red-block-print-cotton-silk-dupatta/1411015/buy,1411015,Dupatta Bazaar,Indian Wear,dupatta,Women,dupatta bazaar red block print cotton silk dupatta,"Wedding, Festival, Party, Formal Event",440,449.0,2% OFF,Onesize,3.7,25,red
https://www.myntra.com/sarees/vastranand/vastranand-orange--pink-silk-cotton-woven-design-jamdani-saree/12253204/buy,12253204,VASTRANAND,Indian Wear,sarees,Women,vastranand orange  pink silk cotton woven design jamdani saree,"Wedding, Festivals, Parties, Formal Events",1090,4545.0,76% OFF,Onesize,4.5,25,orange
https://www.myntra.com/sarees/saree-mall/saree-mall-solid-saree/16595870/buy,16595870,Saree mall,Indian Wear,sarees,Women,saree mall solid saree,"Wedding, Festival, Party, Formal Event",1287,4599.0,72% OFF,Onesize,4.1,25,unknown
https://www.myntra.com/kurta-sets/yash-gallery/yash-gallery-women-white--black-printed-kurta-set-with-dupatta/12864144/buy,12864144,YASH GALLERY,Indian Wear,kurta-sets,Women,yash gallery women white  black printed kurta set with dupatta,"Wedding, Festival, Party, Formal Event",1609,4599.0,65% OFF,"XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL",4.5,25,white
https://www.myntra.com/sarees/inddus/inddus-teal-green--golden-polyester-solid-festive-saree/12631380/buy,12631380,Inddus,Indian Wear,sarees,Women,inddus teal green  golden polyester solid festive saree,"Wedding, Diwali, Eid, Navratri",939,4699.0,80% OFF,Onesize,4.4,25,teal
https://www.myntra.com/kurta-sets/ishin/ishin-women-green--off-white-printed-kurta-with-palazzos/13755680/buy,13755680,Ishin,Indian Wear,kurta-sets,Women,ishin women green  off white printed kurta with palazzos,"Wedding, Festive, Party, Formal Event",1919,4799.0,60% OFF,"S, M, L, XL, XXL",4.0,25,green
https://www.myntra.com/kurta-sets/rangmayee/rangmayee-women-white--navy-blue-ethnic-motifs-print-pure-cotton-kurta-with-palazzos/13770718/buy,13770718,RANGMAYEE,Indian Wear,kurta-sets,Women,rangmayee women white  navy blue ethnic motifs print pure cotton kurta with palazzos,"Wedding, Festival, Formal Dinner, Family Gathering",1269,4881.0,74% OFF,"XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, 6XL",4.2,25,white
https://www.myntra.com/sarees/mitera/mitera-floral-saree-with-embroidered-border/16615812/buy,16615812,Mitera,Indian Wear,sarees,Women,mitera floral saree with embroidered border,"Wedding, Engagement, Festive occasions, Formal events",1420,4899.0,71% OFF,Onesize,4.0,25,unknown
https://www.myntra.com/kurta-sets/ahalyaa/ahalyaa-women-black--white-polka-dots-chevron-khari-printed-kurta-with-trousers--dupatta/12160472/buy,12160472,Ahalyaa,Indian Wear,kurta-sets,Women,ahalyaa women black  white polka dots chevron khari printed kurta with trousers  dupatta,"Wedding, Festival, Party, Formal Event",2099,4901.0,Rs. 2802 OFF,"S, M, L, XL, XXL",4.2,25,black
https://www.myntra.com/kurta-sets/janasya/janasya-women-brown-printed-kurta-with-trousers--dupatta/13285946/buy,13285946,Janasya,Indian Wear,kurta-sets,Women,janasya women brown printed kurta with trousers  dupatta,"Wedding, Festival, Party, Formal Event",2349,4998.0,53% OFF,"XS, S, M, L, XL, XXL, 3XL",4.3,25,brown
https://www.myntra.com/sarees/house-of-pataudi/house-of-pataudi-green--gold-toned-ethnic-motifs-zari-saree/15954080/buy,15954080,House of Pataudi,Indian Wear,sarees,Women,house of pataudi green  gold toned ethnic motifs zari saree,"Wedding, Diwali, Sangeet, Eid",3499,4999.0,30% OFF,Onesize,4.0,25,green
https://www.myntra.com/kurta-sets/inweave/inweave-women-green--white-floral-embroidered-pure-cotton-kurta-with-sharara/16577406/buy,16577406,InWeave,Indian Wear,kurta-sets,Women,inweave women green  white floral embroidered pure cotton kurta with sharara,"Wedding, Festive, Party, Formal Dinner",1499,4999.0,70% OFF,"S, M, L, XL, XXL",4.4,25,green
https://www.myntra.com/dresses/myshka/myshka-women-yellow-and-coral-orange-floral-print-a-line-dress/12774604/buy,12774604,Myshka,Indian Wear,dresses,Women,myshka women yellow and coral orange floral print a line dress,"Wedding, Garden Party, Cocktail Party, Summer Brunch",899,4999.0,82% OFF,"S, M, L, XL, XXL",4.1,25,yellow
https://www.myntra.com/sarees/inddus/inddus-green--off-white-poly-georgette-printed-ruffled-saree/13843420/buy,13843420,Inddus,Indian Wear,sarees,Women,inddus green  off white poly georgette printed ruffled saree,"Wedding, Cocktail Party, Festive Gathering, Formal Dinner",1937,5099.0,62% OFF,Onesize,3.8,25,green
https://www.myntra.com/kurta-sets/maaesa/maaesa-women-green-floral-printed-regular-pure-cotton-kurta-with-skirt--with-dupatta/15583510/buy,15583510,Maaesa,Indian Wear,kurta-sets,Women,maaesa women green floral printed regular pure cotton kurta with skirt  with dupatta,"Wedding, Festive, Party, Formal Dinner",1529,5275.0,71% OFF,"S, M, L, XL, XXL, 3XL",4.0,25,green
https://www.myntra.com/sarees/mitera/mitera-blue--green-floral-banarasi-saree/15519380/buy,15519380,Mitera,Indian Wear,sarees,Women,mitera blue  green floral banarasi saree,"Wedding, Festive, Formal Dinner, Engagement",1854,5299.0,65% OFF,Onesize,4.5,25,blue
https://www.myntra.com/sarees/mimosa/mimosa-off-white-kanjeevaram-art-silk-traditional-saree/1717831/buy,1717831,MIMOSA,Indian Wear,sarees,Women,mimosa off white kanjeevaram art silk traditional saree,"Wedding, Festival, Formal Event, Religious Ceremony",2414,5366.0,55% OFF,Onesize,4.4,25,white
https://www.myntra.com/sarees/mitera/mitera-navy-blue--silver-toned-pure-georgette-embroidered-saree/7089784/buy,7089784,Mitera,Indian Wear,sarees,Women,mitera navy blue  silver toned pure georgette embroidered saree,"Wedding, Formal Dinner, Cocktail Party, Engagement Ceremony",2034,5499.0,63% OFF,Onesize,4.4,25,navy
https://www.myntra.com/kurta-sets/taavi/taavi-women-off-white-kurta-with-trousers--wild-tribe-hand-block-printed-with-dupatta/14135430/buy,14135430,Taavi,Indian Wear,kurta-sets,Women,taavi women off white kurta with trousers  wild tribe hand block printed with dupatta,"Wedding, Festive, Formal Dinner, Engagement",3479,5799.0,40% OFF,"XS, S, M, L, XL",4.0,25,white
https://www.myntra.com/sarees/anouk/anouk-teal-green-floral-print-organza-saree/14994724/buy,14994724,Anouk,Indian Wear,sarees,Women,anouk teal green floral print organza saree,"Wedding, Engagement, Festive Celebrations, Formal Parties",2029,5799.0,65% OFF,Onesize,4.1,25,teal
https://www.myntra.com/lehenga-choli/satrani/satrani-white--maroon-solid-unstitched-lehenga--blouse-with-dupatta/11671562/buy,11671562,Satrani,Indian Wear,lehenga-choli,Women,satrani white  maroon solid unstitched lehenga  blouse with dupatta,"Wedding, Engagement, Festive occasions, Formal events",1687,5818.0,71% OFF,Onesize,3.9,25,white
https://www.myntra.com/kurtas/kvsfab/kvsfab-women-mustard-yellow-embroidered-georgette-kurta-with-dupatta/16874124/buy,16874124,Kvsfab,Indian Wear,kurtas,Women,kvsfab women mustard yellow embroidered georgette kurta with dupatta,"Wedding, Festive, Party, Formal Dinner",2005,5899.0,66% OFF,"S, M, L, XL, XXL, 3XL",4.0,25,yellow
https://www.myntra.com/kurta-sets/inddus/inddus-women-off-white--yellow-embroidered-kurta-with-palazzos--dupatta/15583328/buy,15583328,Inddus,Indian Wear,kurta-sets,Women,inddus women off white  yellow embroidered kurta with palazzos  dupatta,"Wedding, Festive, Party, Formal Event",2879,6399.0,55% OFF,"XS, S, M, L, XL, XXL",4.2,25,white
https://www.myntra.com/dupatta/dupatta-bazaar/dupatta-bazaar-beige-solid-dupatta/8663149/buy,8663149,Dupatta Bazaar,Indian Wear,dupatta,Women,dupatta bazaar beige solid dupatta,"Wedding, Festive, Party, Formal occasions.",454,699.0,35% OFF,Onesize,4.1,25,beige
https://www.myntra.com/dupatta/aurelia/aurelia-peach-coloured--white-printed-dupatta/14349812/buy,14349812,AURELIA,Indian Wear,dupatta,Women,aurelia peach coloured  white printed dupatta,"Wedding, Festive, Party, Formal Event",419,699.0,40% OFF,Onesize,3.9,25,white
https://www.myntra.com/dupatta/aurelia/aurelia-golden-solid-dupatta/13358278/buy,13358278,AURELIA,Indian Wear,dupatta,Women,aurelia golden solid dupatta,"Wedding, Festive, Party, Formal Event",489,699.0,30% OFF,Onesize,4.5,25,unknown
https://www.myntra.com/dupatta/rangmanch-by-pantaloons/rangmanch-by-pantaloons-pink-embroidered-dupatta/11392598/buy,11392598,RANGMANCH BY PANTALOONS,Indian Wear,dupatta,Women,rangmanch by pantaloons pink embroidered dupatta,"Wedding, Festive, Party, Formal Event",489,699.0,30% OFF,Onesize,4.7,25,pink
https://www.myntra.com/sarees/house-of-pataudi/house-of-pataudi-orange--gold-toned-ethnic-motifs-sequinned-silk-blend-banarasi-saree/14995554/buy,14995554,House of Pataudi,Indian Wear,sarees,Women,house of pataudi orange  gold toned ethnic motifs sequinned silk blend banarasi saree,"Wedding, Festive, Formal Event, Cultural Event",4899,6999.0,30% OFF,Onesize,3.8,25,orange
https://www.myntra.com/dupatta/weavers-villa/weavers-villa-grey-aari-embroidered-dupatta/14191736/buy,14191736,WEAVERS VILLA,Indian Wear,dupatta,Women,weavers villa grey aari embroidered dupatta,"Wedding, Festive, Party, Formal Event",559,799.0,30% OFF,Onesize,4.2,25,unknown
https://www.myntra.com/dupatta/weavers-villa/weavers-villa-red-embroidered-dupatta/14191748/buy,14191748,WEAVERS VILLA,Indian Wear,dupatta,Women,weavers villa red embroidered dupatta,"Wedding, Festive, Party, Formal Event",559,799.0,30% OFF,Onesize,4.4,25,red
https://www.myntra.com/dupatta/dupatta-bazaar/dupatta-bazaar-gold-coloured-woven-design-dupatta/13783648/buy,13783648,Dupatta Bazaar,Indian Wear,dupatta,Women,dupatta bazaar gold coloured woven design dupatta,"Wedding, Festive, Party, Formal Event",431,799.0,46% OFF,Onesize,4.2,25,gold
https://www.myntra.com/dupatta/jompers/jompers-red--yellow-printed-dupatta/12016894/buy,12016894,Jompers,Indian Wear,dupatta,Women,jompers red  yellow printed dupatta,"Wedding, Festive, Party, Formal Event",449,899.0,50% OFF,Onesize,4.4,25,red
https://www.myntra.com/lehenga-choli/readiprint-fashions/readiprint-fashions-black--white-solid-semi-stitched-lehenga--unstitched-blouse-with-dupatta/11430310/buy,11430310,Readiprint Fashions,Indian Wear,lehenga-choli,Women,readiprint fashions black  white solid semi stitched lehenga  unstitched blouse with dupatta,"Wedding, Reception, Sangeet, Festive occasions.",4500,9000.0,50% OFF,Onesize,4.3,25,black
https://www.myntra.com/palazzos/clora-creation/clora-creation-women-navy-blue-straight-solid-palazzos/9791965/buy,9791965,Clora Creation,Indian Wear,palazzos,Women,clora creation women navy blue straight solid palazzos,"Formal events, Business meetings, Evening parties, Casual outings.",669,999.0,33% OFF,"28, 30, 32, 34, 36, 38",3.9,25,navy
https://www.myntra.com/palazzos/aurelia/aurelia-women-silver-solid-palazzo/14983950/buy,14983950,AURELIA,Indian Wear,palazzos,Women,aurelia women silver solid palazzo,"Wedding, Cocktail Party, Formal Dinner, Prom Night",599,999.0,40% OFF,"23, 25, 27, 29, 31, 33",3.0,25,silver
https://www.myntra.com/churidar/bitterlime/bitterlime-women-cotton-yellow-churidar/2254673/buy,2254673,Bitterlime,Indian Wear,churidar,Women,bitterlime women cotton yellow churidar,"Wedding, Festival, Party, Formal Event",599,999.0,40% OFF,"M, L, XL, XXL, 3XL",4.2,25,yellow
https://www.myntra.com/dupatta/soundarya/soundarya-red--gold-coloured-striped-pure-cotton-dupatta/12382102/buy,12382102,SOUNDARYA,Indian Wear,dupatta,Women,soundarya red  gold coloured striped pure cotton dupatta,"Wedding, Festive, Formal, Traditional",699,999.0,30% OFF,Onesize,4.0,25,red
https://www.myntra.com/lehenga-choli/panchhi/panchhi-burgundy--cream-coloured-embroidered-semi-stitched-lehenga--unstitched-blouse-with-dupatta/13872484/buy,13872484,panchhi,Indian Wear,lehenga-choli,Women,panchhi burgundy  cream coloured embroidered semi stitched lehenga  unstitched blouse with dupatta,"Wedding, Engagement, Sangeet, Reception",6999,9999.0,30% OFF,42/42,4.5,25,unknown
https://www.myntra.com/lounge-pants/sweet-dreams/sweet-dreams-women-black-slim-fit-solid-lounge-pants/12392384/buy,12392384,Sweet Dreams,Lingerie & Sleep Wear,lounge-pants,Women,sweet dreams women black slim fit solid lounge pants,"Casual wear, Loungewear, Sleepwear, Relaxation",839,1049.0,20% OFF,"S, M, L, XL, XXL, 3XL",4.4,25,black
https://www.myntra.com/lounge-pants/etc/etc-women-blue--white-floral-print-lounge-pants/14503918/buy,14503918,ETC,Lingerie & Sleep Wear,lounge-pants,Women,etc women blue  white floral print lounge pants,"Casual outings, Relaxing at home, Beach vacation, Summer picnics",604,1099.0,45 % OFF,"S, M, L, XL",3.8,25,blue
https://www.myntra.com/night-suits/madame-m-secret/madame-m-secret-women-yellow--pink-printed-pyjamas-set-with-pouch/15148960/buy,15148960,MADAME M SECRET,Lingerie & Sleep Wear,night-suits,Women,madame m secret women yellow  pink printed pyjamas set with pouch,"Sleepover, Lounging, Pajama Party, Relaxing at Home",934,1099.0,15% OFF,"S, M, L, XL, XXL, 3XL, 4XL",4.2,25,yellow
https://www.myntra.com/lounge-pants/zivame/zivame-women-blue-checked-lounge-pants/13537518/buy,13537518,Zivame,Lingerie & Sleep Wear,lounge-pants,Women,zivame women blue checked lounge pants,"Casual outings, lounging at home, sleepwear, relaxing weekends.",537,1195.0,55% OFF,"XS, S, M, L, XL, XXL",4.4,25,blue
https://www.myntra.com/lounge-pants/kook-n-keech/kook-n-keech-women-black--pink-floral-printed-lounge-pants/15088792/buy,15088792,Kook N Keech,Lingerie & Sleep Wear,lounge-pants,Women,kook n keech women black  pink floral printed lounge pants,"Casual outings, lounging at home, sleepwear, yoga class.",299,1199.0,75% OFF,"XS, S, M, L, XL",4.6,25,black
https://www.myntra.com/lounge-pants/kryptic/kryptic-women-black--white-printed-lounge-pants/14021748/buy,14021748,Kryptic,Lingerie & Sleep Wear,lounge-pants,Women,kryptic women black  white printed lounge pants,"Casual outings, lounging at home, running errands, weekend brunch.",499,1249.0,60% OFF,"S, M, L, XL, XXL",4.2,25,black
https://www.myntra.com/lounge-pants/etc/etc-women-yellow--green-printed-pure-cotton-flared-lounge-pants/14345634/buy,14345634,ETC,Lingerie & Sleep Wear,lounge-pants,Women,etc women yellow  green printed pure cotton flared lounge pants,"Casual outings, Beach vacations, Summer picnics, Pool parties",312,1249.0,75% OFF,"S, M, L, XL",4.4,25,yellow
https://www.myntra.com/lounge-pants/allen-solly/allen-solly-women-grey-solid-lounge-pants/13335678/buy,13335678,Allen Solly,Lingerie & Sleep Wear,lounge-pants,Women,allen solly women grey solid lounge pants,"Casual outings, lounging at home, running errands, movie nights.",779,1299.0,40% OFF,"XS, S, M, L, XL, XXL",4.2,25,unknown
https://www.myntra.com/baby-dolls/clovia/clovia-women-red-printed-baby-doll/13504998/buy,13504998,Clovia,Lingerie & Sleep Wear,baby-dolls,Women,clovia women red printed baby doll,"Date night, Valentine's Day, Honeymoon, Anniversary",532,1299.0,59% OFF,"S, M, L, XL, XXL",3.4,25,red
https://www.myntra.com/lounge-pants/dressberry/dressberry-women-peach-colored-solid-lounge-pants/13179492/buy,13179492,DressBerry,Lingerie & Sleep Wear,lounge-pants,Women,dressberry women peach colored solid lounge pants,"Casual wear, loungewear, sleepwear, athleisure",539,1349.0,60% OFF,"XS, S, M, L, XL",4.0,25,unknown
